StudentID,SubjectArea,TestName,TestAttemptCode,Score,LevelCode,MetStandard
3159754,Mathematics,Smarter Balanced Assessment,TS,2483,L2,N
6306718,Mathematics,Smarter Balanced Assessment,TS,2441,L1,N
7460315,Mathematics,Smarter Balanced Assessment,TS,2347,L1,N
6083589,Mathematics,Smarter Balanced Assessment,TS,2502,L4,Y
3387411,Mathematics,Smarter Balanced Assessment,TS,2608,L4,Y
6937589,Mathematics,Smarter Balanced Assessment,TS,2468,L3,Y
3080731,Mathematics,Smarter Balanced Assessment,TS,2437,L2,N
3291781,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6337548,Mathematics,Smarter Balanced Assessment,TS,2429,L2,N
7188946,Mathematics,Smarter Balanced Assessment,NB,,L0,N
7172169,Mathematics,Smarter Balanced Assessment,RF,,L0,N
3894799,Mathematics,Smarter Balanced Assessment,TS,2415,L1,N
3815730,Mathematics,Smarter Balanced Assessment,TS,2462,L2,N
7716106,Mathematics,Smarter Balanced Assessment,TS,2366,L1,N
7088933,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6237454,Mathematics,Smarter Balanced Assessment,TS,2485,L3,Y
3193417,Mathematics,Smarter Balanced Assessment,TS,2413,L1,N
7375107,Mathematics,Smarter Balanced Assessment,TS,2382,L1,N
7585849,Mathematics,Smarter Balanced Assessment,TS,2594,L3,Y
7800851,Mathematics,Smarter Balanced Assessment,PE,,--,-
7800851,Mathematics,Smarter Balanced Assessment,PE,,--,-
6751776,Mathematics,Smarter Balanced Assessment,TS,2379,L1,N
3368742,Mathematics,Smarter Balanced Assessment,TS,2315,L1,N
7517170,Mathematics,Smarter Balanced Assessment,TS,2665,L4,Y
6358530,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6101705,Mathematics,Smarter Balanced Assessment,IC,,L0,N
3485418,Mathematics,Smarter Balanced Assessment,TS,2360,L1,N
7121959,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6918700,Mathematics,Smarter Balanced Assessment,RF,,L0,N
3928418,Mathematics,Smarter Balanced Assessment,TS,2385,L1,N
7987104,Mathematics,Smarter Balanced Assessment,TS,2698,L4,Y
3444742,Mathematics,Smarter Balanced Assessment,TS,2441,L1,N
6774488,Mathematics,Smarter Balanced Assessment,TS,2592,L3,Y
3494752,Mathematics,Smarter Balanced Assessment,TS,2419,L2,N
6677765,Mathematics,Smarter Balanced Assessment,TS,2413,L1,N
3817712,Mathematics,Smarter Balanced Assessment,TS,2417,L2,N
3464749,Mathematics,Smarter Balanced Assessment,TS,2495,L3,Y
3988717,Mathematics,Smarter Balanced Assessment,TS,2482,L3,Y
6861754,Mathematics,Smarter Balanced Assessment,IC,,L0,N
3645712,Mathematics,Smarter Balanced Assessment,TS,2576,L4,Y
3482715,Mathematics,Smarter Balanced Assessment,TS,2416,L2,N
6568583,Mathematics,Smarter Balanced Assessment,TS,2471,L3,Y
7653826,Mathematics,Smarter Balanced Assessment,TS,2709,L4,Y
6430726,Mathematics,Smarter Balanced Assessment,TS,2415,L1,N
6905514,Mathematics,Smarter Balanced Assessment,TS,2453,L3,Y
3223749,Mathematics,Smarter Balanced Assessment,TS,2684,L4,Y
3660714,Mathematics,Smarter Balanced Assessment,TS,2357,L1,N
3016744,Mathematics,Smarter Balanced Assessment,TS,2566,L3,Y
3434742,Mathematics,Smarter Balanced Assessment,TS,2489,L2,N
6079580,Mathematics,Smarter Balanced Assessment,TS,2501,L4,Y
6979583,Mathematics,Smarter Balanced Assessment,TS,2477,L3,Y
3919793,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6970489,Mathematics,Smarter Balanced Assessment,TS,2406,L1,N
3284414,Mathematics,Smarter Balanced Assessment,TS,2342,L1,N
7267108,Mathematics,Smarter Balanced Assessment,TS,2512,L2,N
6191449,Mathematics,Smarter Balanced Assessment,TS,2492,L2,N
3645796,Mathematics,Smarter Balanced Assessment,NB,,L0,N
7730847,Mathematics,Smarter Balanced Assessment,TS,2606,L3,Y
3472719,Mathematics,Smarter Balanced Assessment,TS,2544,L4,Y
7275940,Mathematics,Smarter Balanced Assessment,NB,,L0,N
7699336,Mathematics,Smarter Balanced Assessment,TS,2395,L1,N
6913413,Mathematics,Smarter Balanced Assessment,TS,2461,L2,N
7617668,Mathematics,Smarter Balanced Assessment,TS,2265,L1,N
7336259,Mathematics,Smarter Balanced Assessment,RF,,L0,N
6855775,Mathematics,Smarter Balanced Assessment,TS,2536,L3,Y
3093418,Mathematics,Smarter Balanced Assessment,TS,2593,L3,Y
3501780,Mathematics,Smarter Balanced Assessment,TS,2468,L1,N
6284716,Mathematics,Smarter Balanced Assessment,TS,2421,L1,N
3327788,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6245775,Mathematics,Smarter Balanced Assessment,TS,2495,L2,N
3330782,Mathematics,Smarter Balanced Assessment,TS,2500,L3,Y
7466801,Mathematics,Smarter Balanced Assessment,TS,2521,L2,N
7750932,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6104492,Mathematics,Smarter Balanced Assessment,TS,2513,L3,Y
3545789,Mathematics,Smarter Balanced Assessment,NB,,L0,N
7100001,Mathematics,Smarter Balanced Assessment,NB,,L0,N
7907827,Mathematics,Smarter Balanced Assessment,TS,2637,L4,Y
7496942,Mathematics,Smarter Balanced Assessment,NB,,L0,N
3884741,Mathematics,Smarter Balanced Assessment,TS,2313,L1,N
7664336,Mathematics,Smarter Balanced Assessment,TS,2623,L3,Y
6669728,Mathematics,Smarter Balanced Assessment,TS,2606,L4,Y
3281712,Mathematics,Smarter Balanced Assessment,TS,2349,L1,N
3893788,Mathematics,Smarter Balanced Assessment,TS,2603,L4,Y
7138842,Mathematics,Smarter Balanced Assessment,TS,2402,L1,N
6941517,Mathematics,Smarter Balanced Assessment,TS,2492,BA,Y
7232331,Mathematics,Smarter Balanced Assessment,TS,2482,L1,N
7194127,Mathematics,Smarter Balanced Assessment,TS,2451,L1,N
3197746,Mathematics,Smarter Balanced Assessment,TS,2428,L2,N
7653113,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6207466,Mathematics,Smarter Balanced Assessment,TS,2550,L4,Y
7830811,Mathematics,Smarter Balanced Assessment,TS,2455,L1,N
7032867,Mathematics,Smarter Balanced Assessment,TS,2479,L2,N
6601489,Mathematics,Smarter Balanced Assessment,TS,2485,L3,Y
6779704,Mathematics,Smarter Balanced Assessment,TS,2463,L2,N
6744703,Mathematics,Smarter Balanced Assessment,TS,2692,L4,Y
6287424,Mathematics,Smarter Balanced Assessment,TS,2449,L1,N
3796413,Mathematics,Smarter Balanced Assessment,TS,2411,L2,N
6507436,Mathematics,Smarter Balanced Assessment,NB,,L0,N
7038946,Mathematics,Smarter Balanced Assessment,NB,,L0,N
7990395,Mathematics,Smarter Balanced Assessment,TS,2265,L1,N
3695710,Mathematics,Smarter Balanced Assessment,RF,,L0,N
6783494,Mathematics,Smarter Balanced Assessment,TS,2362,L1,N
3058714,Mathematics,Smarter Balanced Assessment,TS,2458,L3,Y
3365796,Mathematics,Smarter Balanced Assessment,NB,,L0,N
7253149,Mathematics,Smarter Balanced Assessment,TS,2624,L3,Y
7375870,Mathematics,Smarter Balanced Assessment,TS,2563,L3,Y
3693419,Mathematics,Smarter Balanced Assessment,RF,,L0,N
7342893,Mathematics,Smarter Balanced Assessment,TS,2601,L3,Y
6680484,Mathematics,Smarter Balanced Assessment,TS,2551,L4,Y
7205601,Mathematics,Smarter Balanced Assessment,TS,2418,L1,N
6828475,Mathematics,Smarter Balanced Assessment,TS,2570,L4,Y
3538417,Mathematics,Smarter Balanced Assessment,TS,2533,L2,N
6774713,Mathematics,Smarter Balanced Assessment,TS,2503,L1,N
7365807,Mathematics,Smarter Balanced Assessment,NB,,L0,N
3219793,Mathematics,Smarter Balanced Assessment,TS,2427,L2,N
6844552,Mathematics,Smarter Balanced Assessment,TS,2509,L2,N
7121298,Mathematics,Smarter Balanced Assessment,TS,2746,L4,Y
6382729,Mathematics,Smarter Balanced Assessment,TS,2320,L1,N
7085069,Mathematics,Smarter Balanced Assessment,TS,2457,L1,N
7085069,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6065755,Mathematics,Smarter Balanced Assessment,TS,2424,L1,N
6001455,Mathematics,Smarter Balanced Assessment,TS,2408,L1,N
7274870,Mathematics,Smarter Balanced Assessment,TS,2743,L4,Y
6651764,Mathematics,Smarter Balanced Assessment,TS,2448,L1,N
6084584,Mathematics,Smarter Balanced Assessment,TS,2425,L2,N
6298551,Mathematics,Smarter Balanced Assessment,TS,2494,L2,N
7105211,Mathematics,Smarter Balanced Assessment,IC,,L0,N
3984756,Mathematics,Smarter Balanced Assessment,TS,2570,L4,Y
7479943,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6892720,Mathematics,Smarter Balanced Assessment,TS,2427,L1,N
7911950,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6180554,Mathematics,Smarter Balanced Assessment,TS,2445,L3,Y
7433342,Mathematics,Smarter Balanced Assessment,TS,2480,L2,N
6544537,Mathematics,Smarter Balanced Assessment,TS,2508,L4,Y
7589999,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6010492,Mathematics,Smarter Balanced Assessment,RF,,L0,N
7715983,Mathematics,Smarter Balanced Assessment,NB,,L0,N
3199746,Mathematics,Smarter Balanced Assessment,TS,2609,L4,Y
7037952,Mathematics,Smarter Balanced Assessment,RF,,L0,N
7055265,Mathematics,Smarter Balanced Assessment,NE,,--,-
7055265,Mathematics,Smarter Balanced Assessment,RF,,L0,N
6604474,Mathematics,Smarter Balanced Assessment,TS,2463,L2,N
6243701,Mathematics,Smarter Balanced Assessment,TS,2450,L1,N
3498793,Mathematics,Smarter Balanced Assessment,TS,2605,L3,Y
7910156,Mathematics,Smarter Balanced Assessment,TS,2446,L1,N
7916122,Mathematics,Smarter Balanced Assessment,TS,2644,L3,Y
7068123,Mathematics,Smarter Balanced Assessment,NB,,L0,N
3563742,Mathematics,Smarter Balanced Assessment,TS,2394,BA,Y
7410801,Mathematics,Smarter Balanced Assessment,TS,2582,L3,Y
7212888,Mathematics,Smarter Balanced Assessment,NB,,L0,N
3692713,Mathematics,Smarter Balanced Assessment,TS,2517,L4,Y
6881423,Mathematics,Smarter Balanced Assessment,TS,2580,L4,Y
7206969,Mathematics,Smarter Balanced Assessment,RF,,L0,N
7740310,Mathematics,Smarter Balanced Assessment,TS,2514,L2,N
6511588,Mathematics,Smarter Balanced Assessment,TS,2441,L2,N
6993400,Mathematics,Smarter Balanced Assessment,TS,2678,L4,Y
6321709,Mathematics,Smarter Balanced Assessment,TS,2599,L4,Y
6662423,Mathematics,Smarter Balanced Assessment,TS,2540,L3,Y
7722980,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6811555,Mathematics,Smarter Balanced Assessment,TS,2551,L4,Y
7017990,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6560530,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6479729,Mathematics,Smarter Balanced Assessment,TS,2570,L3,Y
7776346,Mathematics,Smarter Balanced Assessment,TS,2593,L3,Y
6932476,Mathematics,Smarter Balanced Assessment,TS,2441,L2,N
6840444,Mathematics,Smarter Balanced Assessment,TS,2384,L1,N
6364740,Mathematics,Smarter Balanced Assessment,TS,2449,L1,N
7246871,Mathematics,Smarter Balanced Assessment,TS,2473,L1,N
7391884,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6865785,Mathematics,Smarter Balanced Assessment,TS,2519,L2,N
6016486,Mathematics,Smarter Balanced Assessment,TS,2286,L1,N
7589846,Mathematics,Smarter Balanced Assessment,TS,2541,L2,N
6654770,Mathematics,Smarter Balanced Assessment,TS,2609,L4,Y
7841126,Mathematics,Smarter Balanced Assessment,TS,2653,L4,Y
3042715,Mathematics,Smarter Balanced Assessment,TS,2353,L1,N
6010728,Mathematics,Smarter Balanced Assessment,TS,2576,L2,N
7217971,Mathematics,Smarter Balanced Assessment,NB,,L0,N
3124786,Mathematics,Smarter Balanced Assessment,TS,2333,L1,N
3899742,Mathematics,Smarter Balanced Assessment,TS,2409,L2,N
6716745,Mathematics,Smarter Balanced Assessment,TS,2466,L1,N
7980898,Mathematics,Smarter Balanced Assessment,TS,2498,L2,N
7946393,Mathematics,Smarter Balanced Assessment,NB,,L0,N
3612788,Mathematics,Smarter Balanced Assessment,TS,2673,L4,Y
3212751,Mathematics,Smarter Balanced Assessment,TS,2441,L2,N
3881412,Mathematics,Smarter Balanced Assessment,TS,2496,L3,Y
6148594,Mathematics,Smarter Balanced Assessment,TS,2427,L2,N
3020717,Mathematics,Smarter Balanced Assessment,TS,2379,L1,N
7472892,Mathematics,Smarter Balanced Assessment,RF,,L0,N
3489742,Mathematics,Smarter Balanced Assessment,TS,2369,L1,N
3338782,Mathematics,Smarter Balanced Assessment,TS,2445,L1,N
7689380,Mathematics,Smarter Balanced Assessment,TS,2446,L1,N
7164837,Mathematics,Smarter Balanced Assessment,TS,2674,L4,Y
7706915,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6542700,Mathematics,Smarter Balanced Assessment,TS,2674,L4,Y
7368854,Mathematics,Smarter Balanced Assessment,TS,2444,L1,N
3905749,Mathematics,Smarter Balanced Assessment,TS,2556,L2,N
7088971,Mathematics,Smarter Balanced Assessment,NB,,L0,N
7972363,Mathematics,Smarter Balanced Assessment,TS,2653,L4,Y
6828489,Mathematics,Smarter Balanced Assessment,TS,2455,L2,N
6366445,Mathematics,Smarter Balanced Assessment,TS,2572,L3,Y
3230788,Mathematics,Smarter Balanced Assessment,AX,,--,-
6901473,Mathematics,Smarter Balanced Assessment,TS,2567,L3,Y
7015927,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6785496,Mathematics,Smarter Balanced Assessment,IC,,L0,N
3626786,Mathematics,Smarter Balanced Assessment,TS,2475,L1,N
6668441,Mathematics,Smarter Balanced Assessment,TS,2394,L1,N
7957321,Mathematics,Smarter Balanced Assessment,TS,2675,L4,Y
6825715,Mathematics,Smarter Balanced Assessment,TS,2498,L2,N
6319413,Mathematics,Smarter Balanced Assessment,TS,2375,L1,N
7056321,Mathematics,Smarter Balanced Assessment,TS,2645,L4,Y
7690335,Mathematics,Smarter Balanced Assessment,TS,2488,L2,N
6151786,Mathematics,Smarter Balanced Assessment,RF,,L0,N
7068837,Mathematics,Smarter Balanced Assessment,TS,2727,L4,Y
3832712,Mathematics,Smarter Balanced Assessment,RF,,L0,N
6903589,Mathematics,Smarter Balanced Assessment,TS,2397,L2,N
6270587,Mathematics,Smarter Balanced Assessment,TS,2571,L4,Y
7988838,Mathematics,Smarter Balanced Assessment,TS,2498,L2,N
6988706,Mathematics,Smarter Balanced Assessment,TS,2456,L2,N
6107422,Mathematics,Smarter Balanced Assessment,TS,2427,L1,N
7857174,Mathematics,Smarter Balanced Assessment,TS,2635,L3,Y
6352471,Mathematics,Smarter Balanced Assessment,TS,2473,L2,N
7220871,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6783703,Mathematics,Smarter Balanced Assessment,TS,2449,L1,N
7404800,Mathematics,Smarter Balanced Assessment,TS,2565,L2,N
6692537,Mathematics,Smarter Balanced Assessment,TS,2402,L2,N
3200412,Mathematics,Smarter Balanced Assessment,TS,2456,L1,N
6094744,Mathematics,Smarter Balanced Assessment,NB,,L0,N
7958695,Mathematics,Smarter Balanced Assessment,NB,,L0,N
7980803,Mathematics,Smarter Balanced Assessment,TS,2554,L3,Y
7180878,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6956585,Mathematics,Smarter Balanced Assessment,PE,,--,-
7382142,Mathematics,Smarter Balanced Assessment,TS,2493,L1,N
6399536,Mathematics,Smarter Balanced Assessment,RF,,L0,N
3637713,Mathematics,Smarter Balanced Assessment,TS,2572,L4,Y
7107374,Mathematics,Smarter Balanced Assessment,TS,2219,L1,N
3044789,Mathematics,Smarter Balanced Assessment,TS,2554,L2,N
7815984,Mathematics,Smarter Balanced Assessment,NB,,L0,N
3362713,Mathematics,Smarter Balanced Assessment,TS,2510,L4,Y
6000715,Mathematics,Smarter Balanced Assessment,TS,2464,L1,N
7506127,Mathematics,Smarter Balanced Assessment,TS,2717,L4,Y
3185715,Mathematics,Smarter Balanced Assessment,TS,2457,L3,Y
3490793,Mathematics,Smarter Balanced Assessment,TS,2609,L3,Y
7833168,Mathematics,Smarter Balanced Assessment,TS,2706,L4,Y
7581124,Mathematics,Smarter Balanced Assessment,TS,2668,L4,Y
7459397,Mathematics,Smarter Balanced Assessment,TS,2443,L1,N
6507462,Mathematics,Smarter Balanced Assessment,TS,2547,L3,Y
7522330,Mathematics,Smarter Balanced Assessment,TS,2676,L4,Y
7186915,Mathematics,Smarter Balanced Assessment,RF,,L0,N
3205749,Mathematics,Smarter Balanced Assessment,TS,2555,L4,Y
7931338,Mathematics,Smarter Balanced Assessment,TS,2523,L2,N
7437225,Mathematics,Smarter Balanced Assessment,TS,2502,L1,N
6932481,Mathematics,Smarter Balanced Assessment,TS,2548,L3,Y
6882724,Mathematics,Smarter Balanced Assessment,TS,2529,L3,Y
7493862,Mathematics,Smarter Balanced Assessment,TS,2510,L2,N
7019385,Mathematics,Smarter Balanced Assessment,TS,2548,L2,N
7686938,Mathematics,Smarter Balanced Assessment,NB,,L0,N
7686938,Mathematics,Smarter Balanced Assessment,NE,,--,-
6439472,Mathematics,Smarter Balanced Assessment,TS,2277,L1,N
6252476,Mathematics,Smarter Balanced Assessment,TS,2514,L3,Y
6906748,Mathematics,Smarter Balanced Assessment,TS,2558,L3,Y
3213751,Mathematics,Smarter Balanced Assessment,TS,2374,L1,N
7535330,Mathematics,Smarter Balanced Assessment,TS,2684,L4,Y
7453170,Mathematics,Smarter Balanced Assessment,TS,2589,L3,Y
7248949,Mathematics,Smarter Balanced Assessment,NB,,L0,N
7944971,Mathematics,Smarter Balanced Assessment,NB,,L0,N
3042789,Mathematics,Smarter Balanced Assessment,TS,2529,L4,Y
6253466,Mathematics,Smarter Balanced Assessment,TS,2658,L4,Y
7827378,Mathematics,Smarter Balanced Assessment,TS,2419,L1,N
3947417,Mathematics,Smarter Balanced Assessment,NB,,L0,N
7003626,Mathematics,Smarter Balanced Assessment,RF,,L0,N
6179739,Mathematics,Smarter Balanced Assessment,TS,2477,L2,N
7839397,Mathematics,Smarter Balanced Assessment,TS,2477,L1,N
7809946,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6884542,Mathematics,Smarter Balanced Assessment,TS,2458,L2,N
7916975,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6095715,Mathematics,Smarter Balanced Assessment,TS,2379,L1,N
6392587,Mathematics,Smarter Balanced Assessment,TS,2516,L4,Y
6552486,Mathematics,Smarter Balanced Assessment,TS,2617,L4,Y
7928302,Mathematics,Smarter Balanced Assessment,RF,,L0,N
6668470,Mathematics,Smarter Balanced Assessment,TS,2398,L2,N
3587749,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6358700,Mathematics,Smarter Balanced Assessment,TS,2492,L2,N
6797776,Mathematics,Smarter Balanced Assessment,TS,2505,L2,N
3580749,Mathematics,Smarter Balanced Assessment,TS,2546,L3,Y
6177535,Mathematics,Smarter Balanced Assessment,TS,2381,L2,N
7365382,Mathematics,Smarter Balanced Assessment,NB,,L0,N
7216389,Mathematics,Smarter Balanced Assessment,TS,2503,L1,N
3067442,Mathematics,Smarter Balanced Assessment,NB,,L0,N
7691338,Mathematics,Smarter Balanced Assessment,TS,2558,L3,Y
7642334,Mathematics,Smarter Balanced Assessment,TS,2712,L4,Y
6313764,Mathematics,Smarter Balanced Assessment,TS,2484,L2,N
6102764,Mathematics,Smarter Balanced Assessment,TS,2532,L3,Y
7147829,Mathematics,Smarter Balanced Assessment,TS,2682,L4,Y
7440885,Mathematics,Smarter Balanced Assessment,TS,2396,L1,N
6041774,Mathematics,Smarter Balanced Assessment,TS,2566,L3,Y
3156745,Mathematics,Smarter Balanced Assessment,TS,2486,L3,Y
7799884,Mathematics,Smarter Balanced Assessment,TS,2675,L4,Y
3846749,Mathematics,Smarter Balanced Assessment,TS,2460,L1,N
3665419,Mathematics,Smarter Balanced Assessment,TS,2573,L2,N
7244173,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6070477,Mathematics,Smarter Balanced Assessment,TS,2410,L2,N
3705788,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6742400,Mathematics,Smarter Balanced Assessment,TS,2418,L1,N
7997167,Mathematics,Smarter Balanced Assessment,RF,,L0,N
7718333,Mathematics,Smarter Balanced Assessment,TS,2494,L2,N
7127814,Mathematics,Smarter Balanced Assessment,TS,2312,L1,N
6775454,Mathematics,Smarter Balanced Assessment,TS,2516,L3,Y
3102745,Mathematics,Smarter Balanced Assessment,PE,,--,-
7905975,Mathematics,Smarter Balanced Assessment,PE,,--,-
7905975,Mathematics,Smarter Balanced Assessment,PE,,--,-
6021701,Mathematics,Smarter Balanced Assessment,TS,2433,L1,N
6244792,Mathematics,Smarter Balanced Assessment,TS,2576,L3,Y
3544413,Mathematics,Smarter Balanced Assessment,TS,2580,L2,N
7119347,Mathematics,Smarter Balanced Assessment,TS,2250,L1,N
7353893,Mathematics,Smarter Balanced Assessment,TS,2361,L1,N
6014491,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6499487,Mathematics,Smarter Balanced Assessment,TS,2621,L4,Y
7389884,Mathematics,Smarter Balanced Assessment,TS,2708,L4,Y
6187717,Mathematics,Smarter Balanced Assessment,TS,2707,L4,Y
7973959,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6933475,Mathematics,Smarter Balanced Assessment,TS,2494,L3,Y
7231808,Mathematics,Smarter Balanced Assessment,TS,2440,L2,N
7401312,Mathematics,Smarter Balanced Assessment,TS,2413,L1,N
7939148,Mathematics,Smarter Balanced Assessment,TS,2335,L1,N
7286321,Mathematics,Smarter Balanced Assessment,TS,2714,L4,Y
3480796,Mathematics,Smarter Balanced Assessment,TS,2559,L2,N
6367510,Mathematics,Smarter Balanced Assessment,TS,2489,L2,N
6393514,Mathematics,Smarter Balanced Assessment,TS,2527,L3,Y
6426586,Mathematics,Smarter Balanced Assessment,TS,2513,L4,Y
6044701,Mathematics,Smarter Balanced Assessment,TS,2492,L2,N
3945442,Mathematics,Smarter Balanced Assessment,TS,2389,L2,N
7688947,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6208778,Mathematics,Smarter Balanced Assessment,TS,2314,L1,N
7651809,Mathematics,Smarter Balanced Assessment,TS,2591,L3,Y
6754555,Mathematics,Smarter Balanced Assessment,TS,2480,L3,Y
7206300,Mathematics,Smarter Balanced Assessment,TS,2557,L3,Y
3830712,Mathematics,Smarter Balanced Assessment,TS,2606,L4,Y
7443864,Mathematics,Smarter Balanced Assessment,TS,2595,L3,Y
6701796,Mathematics,Smarter Balanced Assessment,RF,,L0,N
7741168,Mathematics,Smarter Balanced Assessment,TS,2636,L3,Y
6318781,Mathematics,Smarter Balanced Assessment,TS,2623,L4,Y
6611425,Mathematics,Smarter Balanced Assessment,TS,2532,L3,Y
6413712,Mathematics,Smarter Balanced Assessment,TS,2480,L2,N
6601407,Mathematics,Smarter Balanced Assessment,TS,2467,L2,N
7042033,Mathematics,Smarter Balanced Assessment,NB,,L0,N
7798170,Mathematics,Smarter Balanced Assessment,NB,,L0,N
3138745,Mathematics,Smarter Balanced Assessment,TS,2310,L1,N
7552826,Mathematics,Smarter Balanced Assessment,TS,2575,L3,Y
6557435,Mathematics,Smarter Balanced Assessment,TS,2368,L1,N
6598776,Mathematics,Smarter Balanced Assessment,TS,2596,L4,Y
7706837,Mathematics,Smarter Balanced Assessment,TS,2569,L3,Y
6640721,Mathematics,Smarter Balanced Assessment,TS,2601,L4,Y
7587950,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6461743,Mathematics,Smarter Balanced Assessment,TS,2519,L2,N
6140559,Mathematics,Smarter Balanced Assessment,TS,2468,L1,N
7458208,Mathematics,Smarter Balanced Assessment,PE,,--,-
7458208,Mathematics,Smarter Balanced Assessment,NE,,--,-
6586730,Mathematics,Smarter Balanced Assessment,TS,2700,L4,Y
7806812,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6454444,Mathematics,Smarter Balanced Assessment,TS,2445,L2,N
7492159,Mathematics,Smarter Balanced Assessment,TS,2477,L1,N
7463944,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6578478,Mathematics,Smarter Balanced Assessment,TS,2447,BA,Y
6614786,Mathematics,Smarter Balanced Assessment,TS,2265,L1,N
6906462,Mathematics,Smarter Balanced Assessment,TS,2548,L3,Y
3540417,Mathematics,Smarter Balanced Assessment,RF,,L0,N
6565750,Mathematics,Smarter Balanced Assessment,TS,2475,L2,N
7940372,Mathematics,Smarter Balanced Assessment,TS,2396,L1,N
3946719,Mathematics,Smarter Balanced Assessment,TS,2217,L1,N
7677864,Mathematics,Smarter Balanced Assessment,TS,2546,L2,N
3427714,Mathematics,Smarter Balanced Assessment,TS,2282,L1,N
6407454,Mathematics,Smarter Balanced Assessment,TS,2659,L4,Y
6404472,Mathematics,Smarter Balanced Assessment,TS,2345,L1,N
3120780,Mathematics,Smarter Balanced Assessment,TS,2394,L1,N
3362447,Mathematics,Smarter Balanced Assessment,PE,,--,-
6193471,Mathematics,Smarter Balanced Assessment,TS,2451,L2,N
7624122,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6584462,Mathematics,Smarter Balanced Assessment,TS,2476,L2,N
6738725,Mathematics,Smarter Balanced Assessment,TS,2508,L2,N
3614788,Mathematics,Smarter Balanced Assessment,TS,2541,L2,N
7963699,Mathematics,Smarter Balanced Assessment,NE,,--,-
6955747,Mathematics,Smarter Balanced Assessment,TS,2615,L3,Y
6398510,Mathematics,Smarter Balanced Assessment,TS,2402,L1,N
6402582,Mathematics,Smarter Balanced Assessment,TS,2516,L4,Y
3262783,Mathematics,Smarter Balanced Assessment,TS,2334,L1,N
6302593,Mathematics,Smarter Balanced Assessment,TS,2514,L4,Y
3440786,Mathematics,Smarter Balanced Assessment,TS,2474,L3,Y
3343419,Mathematics,Smarter Balanced Assessment,TS,2450,L3,Y
7102360,Mathematics,Smarter Balanced Assessment,TS,2547,L2,N
3005751,Mathematics,Smarter Balanced Assessment,TS,2422,L1,N
6868424,Mathematics,Smarter Balanced Assessment,TS,2506,L2,N
3244718,Mathematics,Smarter Balanced Assessment,TS,2403,L1,N
6963724,Mathematics,Smarter Balanced Assessment,TS,2700,L4,Y
6075475,Mathematics,Smarter Balanced Assessment,TS,2459,L2,N
7889941,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6978713,Mathematics,Smarter Balanced Assessment,TS,2599,L3,Y
6185517,Mathematics,Smarter Balanced Assessment,TS,2431,L2,N
6665789,Mathematics,Smarter Balanced Assessment,NB,,L0,N
7258827,Mathematics,Smarter Balanced Assessment,TS,2294,L1,N
7280139,Mathematics,Smarter Balanced Assessment,NB,,L0,N
7767882,Mathematics,Smarter Balanced Assessment,TS,2670,L4,Y
7353300,Mathematics,Smarter Balanced Assessment,TS,2363,L1,N
7331823,Mathematics,Smarter Balanced Assessment,TS,2521,L2,N
7830351,Mathematics,Smarter Balanced Assessment,NB,,L0,N
7880949,Mathematics,Smarter Balanced Assessment,NB,,L0,N
6704781,Mathematics,Smarter Balanced Assessment,TS,2497,L2,N
3383413,Mathematics,Smarter Balanced Assessment,TS,2297,L1,N
3429749,Mathematics,Smarter Balanced Assessment,TS,2376,L1,N
6500583,Mathematics,Smarter Balanced Assessment,TS,2453,L3,Y
3604741,Mathematics,Smarter Balanced Assessment,TS,2376,L1,N
6533772,Mathematics,Smarter Balanced Assessment,TS,2538,L2,N
7585996,Mathematics,Smarter Balanced Assessment,NB,,L0,N
