"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Iraq","Rural Female","1987","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","2421744",""
"Iraq","Rural Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","3070245","34"
"Iraq","Rural Male","1987","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","2444486",""
"Ireland","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","770300",""
"Ireland","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","770264",""
"Ireland","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","736643",""
"Ireland","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","736643",""
"Ireland","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","733712",""
"Ireland","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","733712",""
"Ireland","Rural Female","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","743178",""
"Ireland","Rural Female","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","743178",""
"Ireland","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","812600",""
"Ireland","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","812657",""
"Ireland","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","781453",""
"Ireland","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","781453",""
"Ireland","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","781307",""
"Ireland","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","781307",""
"Ireland","Rural Male","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","800687",""
"Ireland","Rural Male","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","800687",""
"Isle of Man","Rural Female","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","8991","2"
"Isle of Man","Rural Male","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","8527","2"
"Israel","Rural Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","283700","35"
"Israel","Rural Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","276300","35"
"Israel","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","269100","35"
"Israel","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","262000","35"
"Israel","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","288500","35"
"Israel","Rural Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","259400","35"
"Israel","Rural Female","1995","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","242449","35"
"Israel","Rural Female","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","279900","35"
"Israel","Rural Female","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","270600","35"
"Israel","Rural Female","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","262400","35"
"Israel","Rural Female","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","251900","35"
"Israel","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","226300","35"
"Israel","Rural Female","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","234900","36"
"Israel","Rural Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","298300","35"
"Israel","Rural Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","291000","35"
"Israel","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","283500","35"
"Israel","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","276300","35"
"Israel","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","304700","35"
"Israel","Rural Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","275500","35"
"Israel","Rural Male","1995","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","261339","35"
"Israel","Rural Male","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","294500","35"
"Israel","Rural Male","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","285100","35"
"Israel","Rural Male","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","276700","35"
"Israel","Rural Male","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","266600","35"
"Israel","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","240500","35"
"Israel","Rural Male","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","250000","36"
"Jamaica","Rural Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","622816","2"
"Jamaica","Rural Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","619765","2"
"Jamaica","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","617164","2"
"Jamaica","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","616219","2"
"Jamaica","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","614493","2"
"Jamaica","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","611088","2"
"Jamaica","Rural Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","607734","2"
"Jamaica","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","575010","2"
"Jamaica","Rural Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","645982","2"
"Jamaica","Rural Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","642598","2"
"Jamaica","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","639600","2"
"Jamaica","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","638171","2"
"Jamaica","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","636403","2"
"Jamaica","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","632424","2"
"Jamaica","Rural Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","700347","2"
"Jamaica","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","591278","2"
"Japan","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","13955481","37"
"Japan","Rural Female","1995","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","14196937","37"
"Japan","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","14395342","37"
"Japan","Rural Female","1985","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","14455416","37"
"Japan","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","13105073","37"
"Japan","Rural Male","1995","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","13364202","37"
"Japan","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","13572304","37"
"Japan","Rural Male","1985","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","13704271","37"
"Jordan","Rural Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","535400",""
"Jordan","Rural Female","1994","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","427506","38"
"Jordan","Rural Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","570856",""
"Jordan","Rural Male","1994","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","473195","38"
"Kazakhstan","Rural Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3223777",""
"Kazakhstan","Rural Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3213258",""
"Kazakhstan","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3211539",""
"Kazakhstan","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3222740",""
"Kazakhstan","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3243527",""
"Kazakhstan","Rural Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","3292594","2"
"Kazakhstan","Rural Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3265738",""
"Kazakhstan","Rural Female","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3321015",""
"Kazakhstan","Rural Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3387785",""
"Kazakhstan","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3576305","39"
"Kazakhstan","Rural Female","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3661575","39"
"Kazakhstan","Rural Female","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3668215","39"
"Kazakhstan","Rural Female","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3621216","39"
"Kazakhstan","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3589300","39"
"Kazakhstan","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3573982","39"
"Kazakhstan","Rural Female","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","3569265",""
"Kazakhstan","Rural Female","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3565600","39"
"Kazakhstan","Rural Female","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3554978",""
"Kazakhstan","Rural Female","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3547038",""
"Kazakhstan","Rural Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3222761",""
"Kazakhstan","Rural Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3208063",""
"Kazakhstan","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3204167",""
"Kazakhstan","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3214229",""
"Kazakhstan","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3234616",""
"Kazakhstan","Rural Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","3283229","2"
"Kazakhstan","Rural Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3256616",""
"Kazakhstan","Rural Male","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3317888",""
"Kazakhstan","Rural Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3379291",""
"Kazakhstan","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3562079","39"
"Kazakhstan","Rural Male","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3645041","39"
"Kazakhstan","Rural Male","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3650438","39"
"Kazakhstan","Rural Male","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3597084","39"
"Kazakhstan","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3557600","39"
