"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Maldives","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","97391",""
"Maldives","Rural Female","1995","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","91179",""
"Maldives","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","78899",""
"Maldives","Rural Female","1985","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","66629",""
"Maldives","Rural Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","105718","4"
"Maldives","Rural Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","104106","4"
"Maldives","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","102457","4"
"Maldives","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","100786","4"
"Maldives","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","98641",""
"Maldives","Rural Male","1995","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","91116",""
"Maldives","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","79186",""
"Maldives","Rural Male","1985","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","67585",""
"Mali","Rural Female","1987","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","3082635","2"
"Mali","Rural Male","1987","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","2923424","2"
"Mauritius","Rural Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","358232","2"
"Mauritius","Rural Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","354436","2"
"Mauritius","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","350125","2"
"Mauritius","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","346290","2"
"Mauritius","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","339891","2"
"Mauritius","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","341982","2"
"Mauritius","Rural Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","337502","2"
"Mauritius","Rural Female","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","332051","2"
"Mauritius","Rural Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","327536","2"
"Mauritius","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","320762",""
"Mauritius","Rural Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","353566","2"
"Mauritius","Rural Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","350007","2"
"Mauritius","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","346317","2"
"Mauritius","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","342769","2"
"Mauritius","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","335912","2"
"Mauritius","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","338534","2"
"Mauritius","Rural Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","334807","2"
"Mauritius","Rural Male","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","330232","2"
"Mauritius","Rural Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","326302","2"
"Mauritius","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","321656",""
"Mauritius: Island of Mauritius","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","302579","2"
"Mauritius: Island of Mauritius","Rural Female","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","295588","2"
"Mauritius: Island of Mauritius","Rural Female","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","291083","2"
"Mauritius: Island of Mauritius","Rural Female","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","286882","2"
"Mauritius: Island of Mauritius","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","303290","2"
"Mauritius: Island of Mauritius","Rural Male","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","296808","2"
"Mauritius: Island of Mauritius","Rural Male","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","292581","2"
"Mauritius: Island of Mauritius","Rural Male","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","288368","2"
"Mexico","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","12448906","2"
"Mexico","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","11589456","2"
"Mexico","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","12274684","2"
"Mexico","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","11700468","2"
"Mongolia","Rural Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","520481","4"
"Mongolia","Rural Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","524962","4"
"Mongolia","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","528615","4"
"Mongolia","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","519092","4"
"Mongolia","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","508077",""
"Mongolia","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","508477","4"
"Mongolia","Rural Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","530802","4"
"Mongolia","Rural Female","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","371688","4"
"Mongolia","Rural Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","363760","4"
"Mongolia","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","546596","4"
"Mongolia","Rural Female","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","548687","4"
"Mongolia","Rural Female","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","523050","4"
"Mongolia","Rural Female","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","519279","4"
"Mongolia","Rural Female","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","506177","4"
"Mongolia","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","481584","4"
"Mongolia","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","242562","4"
"Mongolia","Rural Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","516886","4"
"Mongolia","Rural Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","522150","4"
"Mongolia","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","526488","4"
"Mongolia","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","524054","4"
"Mongolia","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","520900",""
"Mongolia","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","521267","4"
"Mongolia","Rural Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","537580","4"
"Mongolia","Rural Male","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","368904","4"
"Mongolia","Rural Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","358866","4"
"Mongolia","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","541779","4"
"Mongolia","Rural Male","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","543799","4"
"Mongolia","Rural Male","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","518981","4"
"Mongolia","Rural Male","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","513306","4"
"Mongolia","Rural Male","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","499995","4"
"Mongolia","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","471919","4"
"Mongolia","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","235361","4"
"Montenegro","Rural Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","116455","2"
"Montenegro","Rural Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","116628","2"
"Montenegro","Rural Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","118162","2"
"Montenegro","Rural Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","118446","2"
"Morocco","Rural Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","6722119",""
"Morocco","Rural Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6310000","4"
"Morocco","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6334000","4"
"Morocco","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6351000","4"
"Morocco","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6362000","4"
"Morocco","Rural Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6368000","4"
"Morocco","Rural Female","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6372000","4"
"Morocco","Rural Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6371000","4"
"Morocco","Rural Female","1994","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","6351470",""
"Morocco","Rural Female","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6744000","4"
"Morocco","Rural Female","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6671000","4"
"Morocco","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6599000","4"
"Morocco","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6527000","4"
"Morocco","Rural Female","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6454000","4"
"Morocco","Rural Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","6618389",""
"Morocco","Rural Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6534000","4"
"Morocco","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6525000","4"
"Morocco","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6512000","4"
"Morocco","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6494000","4"
"Morocco","Rural Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6469000","4"
"Morocco","Rural Male","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6446000","4"
"Morocco","Rural Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6415000","4"
"Morocco","Rural Male","1994","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","6311564",""
"Morocco","Rural Male","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6176000","4"
"Morocco","Rural Male","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6151000","4"
"Morocco","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6123000","4"
"Morocco","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6100000","4"
"Morocco","Rural Male","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6071000","4"
"Mozambique","Rural Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","6057924","44"
"Mozambique","Rural Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","5440190","44"
"Myanmar","Rural Female","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4465686","45"
"Myanmar","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","12841472","46"
"Myanmar","Rural Male","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4406185","45"
"Myanmar","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","12360064","46"
"Namibia","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","639336","47"
"Namibia","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","535392",""
"Namibia","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","587363","47"
"Namibia","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","491848",""
"Nepal","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","9368405","11"
"Nepal","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","8456405","2"
"Nepal","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","9255272","11"
"Nepal","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","8338973","2"
"Netherlands","Rural Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2783870","2"
"Netherlands","Rural Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2809248","2"
"Netherlands","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","2823056","48"
"Netherlands","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2824674","2"
"Netherlands","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2823159","2"
"Netherlands","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2872000","2"
"Netherlands","Rural Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2912902","2"
"Netherlands","Rural Female","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2934672","2"
"Netherlands","Rural Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2959703","2"
"Netherlands","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2985037","2"
"Netherlands","Rural Female","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3008383","2"
"Netherlands","Rural Female","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3007158","2"
"Netherlands","Rural Female","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","823983","2"
"Netherlands","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","818152","49"
"Netherlands","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","831639","49"
"Netherlands","Rural Female","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","834579","2"
"Netherlands","Rural Female","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","839166","2"
"Netherlands","Rural Female","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","834519","2"
"Netherlands","Rural Female","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","829686","2"
"Netherlands","Rural Female","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","823201","2"
"Netherlands","Rural Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2789380","2"
"Netherlands","Rural Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2817900","2"
"Netherlands","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","2834545","48"
"Netherlands","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2835458","2"
"Netherlands","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2834535","2"
"Netherlands","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2882917","2"
"Netherlands","Rural Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2924212","2"
"Netherlands","Rural Male","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2946414","2"
"Netherlands","Rural Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2972461","2"
"Netherlands","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3000131","2"
"Netherlands","Rural Male","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3025717","2"
"Netherlands","Rural Male","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3026107","2"
"Netherlands","Rural Male","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","845983","2"
"Netherlands","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","840195","49"
"Netherlands","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","854711","49"
"Netherlands","Rural Male","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","858133","2"
"Netherlands","Rural Male","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","863458","2"
"Netherlands","Rural Male","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","859003","2"
"Netherlands","Rural Male","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","854680","2"
"Netherlands","Rural Male","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","849179","2"
"New Caledonia","Rural Female","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","32255",""
"New Caledonia","Rural Male","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","34337",""
"New Zealand","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","252546","2"
"New Zealand","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","245511","50"
"New Zealand","Rural Female","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","249816","2"
"New Zealand","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","274017","2"
"New Zealand","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","273057","50"
"New Zealand","Rural Male","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","277926","2"
"Nicaragua","Rural Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1100892","11"
"Nicaragua","Rural Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1093647","11"
"Nicaragua","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1086427","11"
"Nicaragua","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1079607","11"
"Nicaragua","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1072376","11"
"Nicaragua","Rural Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1033419","11"
"Nicaragua","Rural Female","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1013215","11"
"Nicaragua","Rural Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","993355","11"
"Nicaragua","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","973840","11"
"Nicaragua","Rural Female","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1011532","11"
"Nicaragua","Rural Female","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","720557","11"
"Nicaragua","Rural Female","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","707171","11"
"Nicaragua","Rural Female","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","694737","11"
"Nicaragua","Rural Female","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","679941","11"
"Nicaragua","Rural Female","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","669672","11"
"Nicaragua","Rural Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1202289","11"
"Nicaragua","Rural Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1197050","11"
"Nicaragua","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1190298","11"
"Nicaragua","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1183622","11"
"Nicaragua","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1177119","11"
"Nicaragua","Rural Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1099800","11"
"Nicaragua","Rural Male","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1079506","11"
"Nicaragua","Rural Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1059516","11"
"Nicaragua","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1039824","11"
"Nicaragua","Rural Male","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1110518","11"
"Nicaragua","Rural Male","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","785449","11"
"Nicaragua","Rural Male","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","771719","11"
"Nicaragua","Rural Male","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","757084","11"
"Nicaragua","Rural Male","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","740506","11"
"Nicaragua","Rural Male","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","729624","11"
"Niger","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","4644966","2"
"Niger","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4415748","11"
"Niger","Rural Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4289456","11"
"Niger","Rural Female","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4166748","11"
"Niger","Rural Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4047528","11"
"Niger","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3931695","11"
"Niger","Rural Female","1988","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","3107080",""
"Niger","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","4616824","2"
"Niger","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4384289","11"
"Niger","Rural Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4254046","11"
"Niger","Rural Male","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4127689","11"
"Niger","Rural Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4005099","11"
"Niger","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3886164","11"
"Niger","Rural Male","1988","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","3035280",""
"Nigeria","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","28641196",""
"Nigeria","Rural Female","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","44558540","4"
"Nigeria","Rural Female","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","43641350","4"
"Nigeria","Rural Female","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","42248192","4"
"Nigeria","Rural Female","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","41177880","4"
"Nigeria","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","28062569",""
"Nigeria","Rural Male","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","43489798","4"
"Nigeria","Rural Male","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","41429507","4"
"Nigeria","Rural Male","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","40105009","4"
"Nigeria","Rural Male","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","39090892","4"
"Norway","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","495497","51"
"Norway","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","568725","2"
"Norway","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","522925","51"
"Norway","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","597622","2"
"Oman","Rural Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","304567",""
"Oman","Rural Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","362768",""
"Pakistan","Rural Female","1998","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","42700381","52"
"Pakistan","Rural Female","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","42410000","53"
"Pakistan","Rural Male","1998","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","45420851","52"
"Pakistan","Rural Male","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","46190000","53"
"Panama","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","593007",""
"Panama","Rural Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","585729",""
"Panama","Rural Female","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","578845",""
"Panama","Rural Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","572343",""
"Panama","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","566224",""
"Panama","Rural Female","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","560477",""
"Panama","Rural Female","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","551963",""
"Panama","Rural Female","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","543911",""
"Panama","Rural Female","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","536310",""
